"date","tmed","tmax","tmin","rhum","vmax","vmed","prec","slp"
1985-06-24,19.7,24.6,13,75,7,3.9,0,1011.2
1985-06-25,20.9,27.2,13.6,68,6,3.5,0,1015.2
1985-06-26,22.2,27,14.9,74,7,3,0,1017.4
1985-06-27,22.9,28,19,70,8,4.7,0,1013.2
1985-06-28,20.4,25.6,15.3,75,4.1,2.5,0,1016
1985-06-29,21.2,27,15.5,69,8.9,3.1,0,1018.1
1985-06-30,22.8,29.1,15.8,71,6,2.9,0,1018.7
1985-07-01,23.6,29,20.3,68,9.9,5.3,0,1014.8
1985-07-02,24.3,32.5,16.8,64,8.9,4.4,0,1013
1985-07-03,24.3,29,18.9,72,9.9,4.9,0,1019.7
1985-07-04,22.2,25.3,18,75,6,2.5,0,1020.1
1985-07-05,23.5,28.3,18,72,5.1,2.5,0,1015.9
1985-07-06,22.9,28.3,17.7,80,5.1,2.5,0,1017.7
1985-07-07,24.8,31,17.8,74,5.1,2.6,0,1019.4
1985-07-08,24.3,29,18.7,75,8,3,0,1017.2
1985-07-09,24.8,29.7,19.5,76,6,2.9,0,1013.3
1985-07-10,23.9,29.2,19,76,8.9,5,0,1012.5
1985-07-11,23.2,28,18.4,76,7,2.7,0.3,1016.8
1985-07-12,24.1,30,18.4,67,5.1,1.7,0,1019.1
1985-07-13,25.4,31.4,19,69,5.1,1.4,0,1020.1
1985-07-14,26.5,31.7,21.4,70,4.1,0.5,0,1019.5
1985-07-15,27.4,32.2,21.2,66,6,2.3,0,1017.7
1985-07-16,26.1,30.5,22.9,76,25.1,7.5,0.5,1017
1985-07-17,23.4,29.8,17.2,73,4.1,1.4,36.1,1017.9
1985-07-18,25.4,31.7,20,76,4.1,2.1,0,1015.1
1985-07-19,25.8,30.1,21.2,75,8,3.5,0.5,1011.8
1985-07-20,26.7,30.6,21.8,76,5.1,1.9,0,1012.1
1985-07-21,26.3,32,21.6,48,11.1,5.5,0,1015
1985-07-22,23.3,27.7,18.3,68,8.9,3.5,0,1023.6
1985-07-23,24.1,30.3,17,75,7,2.2,0,1020.8
1985-07-24,25.3,31.1,19.4,79,4.1,1.7,0,1018.8
1985-07-25,26.4,32,20.3,72,8,2.4,0,1016.7
1985-07-26,27.2,33.4,21.3,74,5.1,1.7,0,1013.7
1985-07-27,26.5,32.1,22.9,71,8,4.6,0,1011.8
1985-07-28,26.3,31.2,21,74,7,1.9,0,1012.6
1985-07-29,26.1,31.1,21.5,73,5.1,1.5,0,1009.3
1985-07-30,24.8,29.4,20.2,77,11.1,3,0,1007.8
1985-07-31,23.9,30,18.4,66,13,3.7,9.9,1007.7
1985-08-01,22.8,28.8,17.1,73,16.9,2.8,0,1012
1985-08-02,22.7,28.2,16.4,74,6,1.3,0,1015.3
1985-08-03,24.4,37,17.3,67,6,2.5,0,1016
1985-08-04,24.1,29.3,19.6,76,5.1,2.6,0,1010.8
1985-08-05,23.4,29.1,18.8,85,2.9,1.7,0,1010.6
1985-08-06,18.3,22.4,13.4,83,18.1,6.2,23.9,1000.7
1985-08-07,20.9,25.9,15.6,40,23.9,15.5,2,1006.7
1985-08-08,19.9,29.4,10.8,55,7,2.8,0,1014.3
1985-08-09,21.3,27.4,15.8,76,8,5,0,1012.6
1985-08-10,21.6,25.2,17.5,79,6,3.8,0,1014
1985-08-11,23,28.2,18,77,4.1,0.9,0,1017.8
1985-08-12,23.9,30.2,17.3,73,4.1,0.5,0,1018.9
1985-08-13,25.7,31.5,19.3,69,2.9,0.4,0,1018.3
1985-08-14,25.6,32.4,18.6,66,NA,0,0,1018.6
1985-08-15,25.3,33,18.6,76,2.9,0.4,0,1017.6
1985-08-16,26,31.8,20.6,70,4.1,0.9,0,1015.2
1985-08-17,24.7,31.2,18.7,75,4.1,0.5,0,1012.4
1985-08-18,24.2,31.3,18.2,59,6,3.6,0,1011.9
1985-08-19,23.7,28.4,18.3,67,5.1,2.7,0,1015.1
1985-08-20,24.4,30.2,19.5,74,5.1,3,0,1014.5
1985-08-21,25.4,31,20.5,75,2.9,0.7,0,1018.8
1985-08-22,26.2,31,21,68,4.1,1.2,0,1017.9
1985-08-23,25.2,31.6,18.1,65,6,1.7,0,1016.8
1985-08-24,25.3,30.6,21.9,74,5.1,1.5,0,1013.7
1985-08-25,23.8,29,18.2,75,8.9,2.8,0,1009.4
1985-08-26,19.9,24.1,16,55,26,11.5,5.1,1008.6
1985-08-27,23.4,29.7,17.5,27,18.1,9,0,1016.9
1985-08-28,17.4,27.2,11,60,2.9,0.5,0,1019.8
1985-08-29,19.7,27.6,11.8,60,2.9,0.7,0,1019
1985-08-30,20.9,29.2,13.2,60,5.1,1.5,0,1019.5
1985-08-31,22.2,29.4,14,64,2.9,1.1,0,1018.9
1985-09-01,21.7,28.2,15.7,66,5.1,1.9,0,1016.3
1985-09-02,22.4,28.3,17,73,5.1,1.9,0,1016.7
1985-09-03,21.8,26.2,17.4,75,5.1,0.7,0,1015.7
1985-09-04,22.7,29.3,16,59,5.1,2.4,0,1015.4
1985-09-05,20.9,25,16.4,71,5.1,2.4,0,1020.3
1985-09-06,21.9,29.7,14.7,63,6,2.8,0,1014.5
1985-09-07,20.3,25.6,14.9,65,7,2,0,1017.4
1985-09-08,18.5,23.7,13.2,76,2.9,0.4,0,1015.7
1985-09-09,18.3,27.4,12.4,78,6,2.7,0,1012.2
1985-09-10,17.1,23.8,10.7,70,8,4.7,0,1021.1
1985-09-11,17.7,26.5,11.8,67,5.1,1.1,0,1024.1
1985-09-12,19.8,28.5,12,67,2.9,0.7,0,1020.6
1985-09-13,19.1,26.7,13.4,73,6,1.6,0,1018.6
1985-09-14,19,23,17,78,5.1,2,11.9,1017.9
1985-09-15,19.2,26,12.8,80,8,1.4,0,1016.1
1985-09-16,15.9,18.7,13.7,88,15,4.2,23.1,1018
1985-09-17,18.1,26.2,11.4,73,2.9,0.4,0,1023.5
1985-09-18,20.1,27.2,13.7,73,2.9,0.4,0,1025.6
1985-09-19,20.6,27.4,14.8,71,NA,0,0,1023.7
1985-09-20,20.9,27.4,17.3,75,NA,0,1,1020.7
1985-09-21,21.1,28.3,15.2,74,5.1,1.3,0,1018.8
1985-09-22,21.9,29.7,15.3,71,4.1,1.2,0,1017.7
1985-09-23,20.3,29.3,14.8,78,NA,0,0,1017.8
1985-09-24,22,29.5,15.1,69,5.1,1.4,0,1016.7
1985-09-25,21.9,29.2,15.6,69,4.1,0.5,0,1017
1985-09-26,20.6,27.8,14,78,2.9,0.3,0,1021.2
1985-09-27,20.7,26,16.9,75,2.9,0.7,0,1025
1985-09-28,19.3,24.7,15,83,NA,0,0,1021.8
1985-09-29,20.5,29,14,76,NA,0,0,1021.2
1985-09-30,19.2,25.5,15.3,82,2.9,0.4,0,1025.1
1985-10-01,18.8,23.7,15,79,NA,0,0,1027.2
1985-10-02,18.7,24.6,14.8,81,NA,0,0,1026.5
1985-10-03,19.6,25.2,11.6,77,5.1,1.3,0,1024.6
1985-10-04,20.7,27,15.2,73,4.1,0.6,0,1021.3
1985-10-05,19.3,25.6,13.4,73,2.9,0.4,0,1017.4
1985-10-06,19.1,24.4,15.3,78,2.9,0.7,1,1019.1
1985-10-07,18.2,26.3,13.2,73,6,0.8,0,1022
1985-10-08,17.8,24.3,12.2,73,5.1,1.6,0,1015.5
1985-10-09,15.8,18.8,14,89,11.1,2.1,19,1013.3
1985-10-10,15.6,22,10.7,80,2.9,0.4,0,1021.8
1985-10-11,16.3,22.9,11.3,78,NA,0,0,1028.8
1985-10-12,15.3,21.7,9.9,85,4.1,0.9,0,1026.5
1985-10-13,16.3,22.7,11.4,83,4.1,0.5,0,1026.1
1985-10-14,14.6,19,12,76,6,1.3,0,1028.1
1985-10-15,13.8,21.4,9.5,82,5.1,1.7,0,1021.9
1985-10-16,13.8,18.3,10.2,75,4.1,2.1,0,1024.1
1985-10-17,13.5,18.2,10.4,63,6,1.5,0,1028.8
1985-10-18,11.9,19.2,5.8,77,4.1,0.9,0,1023.5
1985-10-19,13.8,19.7,9.7,79,NA,0,0.3,1017.4
1985-10-20,12.9,16.4,9.6,73,6,2.5,0,1023.8
1985-10-21,11.6,16.3,4.7,60,4.1,0.9,0,1027.8
1985-10-22,11.8,17.7,7.8,68,6,0.8,0,1025.6
1985-10-23,11.3,17.6,4.8,73,7,2.1,0,1026.4
1985-10-24,11.6,14.8,7,66,NA,0,0,1028.8
1985-10-25,9.8,15.4,4.4,61,4.1,0.9,0,1031.3
1985-10-26,8.1,16.8,3,71,NA,0,0,1029.8
1985-10-27,8.7,15.2,3.6,74,4.1,0.6,0,1026
1985-10-28,8.4,15,2.4,81,NA,0,0,1024
1985-10-29,9.9,11,7.4,92,NA,0,5.1,1019.2
1985-10-30,10.7,11.5,9.8,91,NA,0,16,1018.3
1985-10-31,12.7,17,10.8,84,5.1,2.1,4.1,1011.5
1985-11-01,11.9,12.8,10.7,90,NA,0,0.5,1010
1985-11-02,11.1,16.7,6.6,79,6,2.4,0,1003.6
1985-11-03,9.4,11.5,7.7,86,2.9,0.4,0,1007.1
1985-11-04,9.3,14.5,4,76,NA,0,0,1013.6
1985-11-05,9.7,10.6,9.1,91,2.9,0.7,2,1009.9
1985-11-06,12.1,18.5,7.7,49,15.9,8.2,3,1000.3
